"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://www.lupo.com.br/calcinha-curve-sem-costura-40378-001/p","1","Conheça a sensação de vestir uma calcinha projetada para o seu corpo. Tecido leve e super flexível que se adapta a você. Adquira agora e comprove!","146","917","Indexable",""
"https://www.lupo.com.br/blusa-loba-af-basica-41600-001/p","1","Essa regata sem costura é uma peça versátil e confortável para o dia a dia. Com tecido macio e corte moderno, proporciona estilo e bem-estar.","141","878","Indexable",""
"https://www.lupo.com.br/calcinha-loba-af-biquini-basico-40400-001/p","1","A calcinha biquini básica Loba da Lupo é delicada e leve para qualquer ocasião. Calcinha de microfibra, disponível em muitas opções de cores e tamanhos.","152","951","Indexable",""
"https://www.lupo.com.br/feminino/pijamas","1","Confira os modelos de Pijamas Femininos em nosso site. Camisolas, Baby Doll e Pijamas casuais para inverno e verão, adulto e infantil. Aproveite!","145","897","Indexable",""
"https://www.lupo.com.br/produtos/roupas-femininas","1","Confira: blusas segunda pele e body feminino! Conforto e estilo você encontra aqui na Lupo. Roupas lindas com Parcelamento Sem Juros!","133","851","Indexable",""
"https://www.lupo.com.br/blusa-loba-af-warm-g-a-45264-001/p","1","45264-001,Blusa Loba Warm G.A - (Adulto),45264-0011404530","57","395","Indexable",""
"https://www.lupo.com.br/suti-curve-sem-costura-41378-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/produtos","1","Produtos","8","58","Indexable",""
"https://www.lupo.com.br/feminino/modeladores","1","Temos cinta modeladora responsável por comprimir a região do abdômen, assim como outros modelos como body, bermuda, calcinha ou short modelador.","144","958","Indexable",""
"https://www.lupo.com.br/feminino/meias","1","Nossas meias são famosas pela qualidade e conforto. Por isso, trazemos uma linha de meias femininas com modelos soquete, sapatilha e antiderrapante. Veja!","154","986","Indexable",""
"https://www.lupo.com.br/feminino/sutia","1","O sutiã Lupo é uma das roupas íntimas femininas mais desejadas, o conforto é incomparável! Escolha entres top, tomara que caia, sustentação, nadador e mais.","156","992","Indexable",""
"https://www.lupo.com.br/feminino/calcinhas","1","Só as calcinhas Lupo oferecem o conforto e qualidade que você procura! Conheça os nossos modelos de algodão, fio dental, rendadas, básicas e muito mais!","152","969","Indexable",""
"https://www.lupo.com.br/calcinha-loba-af-f-dental-bas-40600-001/p","1","Calcinha fio dental microfibra feita com poliamida, elastano e algodão: oferece ajuste perfeito ao corpo, além de ser suave e macia ao toque.","141","862","Indexable",""
"https://www.lupo.com.br/t-shirt-micromodal-unissex-sem-costura-75044-900/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/masculino/cuecas/samba-cancao","1","Cuecas Samba Canção lisas ou estampadas em diversas cores. Todos os tamanhos disponíveis à pronta entrega, em até 3x! Confira os modelos no site!","145","940","Indexable",""
"https://www.lupo.com.br/boxer-algodo-com-elastano-00784-068/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/masculino/meias","1","Meias esportivas, cano baixo, alto, médio, sociais e soquete Lupo. Temos a melhores opções para qualquer ocasião e melhor comodidade dos seus pés. Confira!","155","986","Indexable",""
"https://www.lupo.com.br/boxer-algodo-com-elastano-00784-069/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/masculino/pijamas","1","Pijamas masculinos curtos ou longos da Lupo que irá revolucionar as suas noites de sono. Fique confortável e com as nossas peças, Confira agora mesmo!","150","960","Indexable",""
"https://www.lupo.com.br/boxer-bambu-sem-costura-18471-002/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-microf-00671-002/p","1","Experimente o conforto da Cueca Lupo Microfibra Boxer, ideal para a correria do dia a dia. Acesse e garanta já a sua compra parcelando em até 2x Sem Juros","154","971","Indexable",""
"https://www.lupo.com.br/produtos/roupas","1","Roupas","6","48","Indexable",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-00784-016/p","1","Experimente a cueca boxer da Lupo, de microfibra. Feita com tecido macio e elástico, oferece ajuste perfeito ao corpo e liberdade de movimento para o dia a dia","159","980","Indexable",""
"https://www.lupo.com.br/cueca-lupo-boxer-microf-00436-002/p","1","A cueca boxer da Lupo, de microfibra, combina conforto e estilo em um só produto. Seu tecido macio e elástico garante um ajuste perfeito, ideal para o dia a dia","160","981","Indexable",""
"https://www.lupo.com.br/pijama-lupo-am-curto-modal-28662-900-outlet/p","1","28662-900,Pijama Lupo Curto Modal - (Adulto),28662-9001609990","61","417","Indexable",""
"https://www.lupo.com.br/masculino/meias/urban","1","Urban","5","38","Indexable",""
"https://www.lupo.com.br/blusa-decote-quadrado-sem-costura-45297-001-outlet/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/blusa-regata-ribana-feminina-lupo-45296-001-outlet/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meia-calca-disney-bf-lobinha-02527-009-outlet-outlet/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meia-disney-bu-star-wars-02083-001-outlet-outlet/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meia-lupo-kf-02680-302-outlet/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/suti-rib-sem-costura-41380-001-outlet/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meia-marvel-km-vingadores-02451-012-outlet/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/boxer-micromodal-com-elastano-18474-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/boxer-lupo-kids-sem-costura-00137-030/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/sunga-lupo-kids-algodo-com-elastano-00380-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meninos/cuecas/slip","1","Cuecas slip infantil: Conforto e sustentação para o dia a dia. Modelos com elástico suave e tecidos leves que não irritam a pele. Faça sua compra pelo site!","156","949","Indexable",""
"https://www.lupo.com.br/cueca-lupo-km-boxer-00141-003/p","1","00141-003,Cueca Lupo Boxer Infantil,00141-0031609990","52","358","Indexable",""
"https://www.lupo.com.br/cueca-disney-slip-kit-com-3-unidades-00111-089/p","1","00111-089,Cueca Disney Mickey Slip K3 - Kit com 3 Unidades (Infantil),00111-0891250917","86","558","Indexable",""
"https://www.lupo.com.br/produtos/Adulto/Feminino?PS=12&map=c,specificationFilter_27,specificationFilter_30","1","Produtos","8","58","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/meninos/cuecas/boxer","1","Os melhores modelos e preços de cueca infantil, você só encontra aqui na Lupo. Clique e confira todos os modelos de cueca box e cueca boxer infantil.","149","925","Indexable",""
"https://www.lupo.com.br/slip-lupo-kids-algodo-00361-002/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-curto-robots-20620-001/p","1","Conforto e diversão se unem no pijama curto infantil com estampa de robôs. Tecido leve de toque suave que não irrita a pele e facilita os movimentos.","149","921","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-manga-longa-20632-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/produtos/meias/soquetes","1","Soquetes","8","58","Indexable",""
"https://www.lupo.com.br/pijama-curto-km-dino-20614-001-outlet/p","1","A hora de dormir ficou divertida. Pijama curto com estampa de dinossauros. Tecido macio para garantir uma noite de sono tranquila e fresca.","139","872","Indexable",""
"https://www.lupo.com.br/pijama-curto-km-lupo-natal-cats-20673-900/p","1","Clima natalino em casa. Pijama curto infantil com estampa temática de gatinhos no Natal. Tecido macio para presentear com muito conforto e alegria.","147","930","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-longo-dinos-20646-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/feminino/calcinhas/tanga","1","A calcinha tanga da Lupo é aquele modelo indispensável para qualquer ocasião e ambiente. Além de se adaptar ao seu corpo o seu designer é diferenciado!","151","956","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-curto-20631-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Pijamas Lupo: Saiba como escolhê-los para ter noites de sono mais prazerosas.","77","491","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-curto-km-recortes-20608-001/p","1","Ótimo para enfrente o calor com o pijama curto masculino infantil de recortes. Tecido leve que ajuda na transpiração e garante uma noite calma!","143","890","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","1","Pijamas Lupo: Saiba como escolhê-los para ter noites de sono mais prazerosas.","77","491","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-lupo-km-longo-moletinho-20647-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/sunga-lupo-km-recorte-28964-002/p","1","28964-002,Sunga Lupo Recorte - Com Costura (Infantil),28964-0020602660","70","473","Indexable",""
"https://www.lupo.com.br/sunga-lupo-estampada-28965-007/p","1","28965-007,Sunga Lupo Estampada - Com Costura Infantil,28965-0071209950","70","487","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-recorte-28981-002/p","1","28981-002,Sunga Lupo Boxer Recorte - Com Costura (Infantil),28981-0020604170","76","512","Indexable",""
"https://www.lupo.com.br/meninos/beachwear/shorts","1","Shorts","6","41","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-estampada-28968-007/p","1","28968-007,Sunga Lupo Boxer Estampa. - Com Costura Infantil,28968-0071209950","75","514","Indexable",""
"https://www.lupo.com.br/short-magic-print-beachwear-lupo-kids-29008-001/p","1","Veja agora mesmo a magia da bermuda: http://ecommerce.lupo.com.br/ecommerce/Lupo-Beachwear.mp4","94","667","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-lisa-28966-001/p","1","Sunga boxer lisa infantil, confortável e resistente ao cloro. Ideal para uso em praia ou piscina, com modelagem que garante liberdade nos movimentos.","149","927","Indexable",""
"https://www.lupo.com.br/sunga-lupo-lisa-28963-001/p","1","28963-001,Sunga Lupo Lisa - Com Costura (Infantil),28963-0010402800","67","451","Indexable",""
"https://www.lupo.com.br/produtos/beachwear","1","Para o mar ou piscina, a Lupo está com você! Visite o nosso site e conheça a nossa linha Beachwear com sungas e bermudas confortáveis para o verão!","147","939","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-basica-kit2-02830-088/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/meninos/meias/urban","1","Linha de meia Urban Infantil com os melhores preços! Meias com estampas modernas, com conforto e visual descolado para o cotidiano das crianças.","144","928","Indexable",""
"https://www.lupo.com.br/meninos/meias/soquete","1","Confira: meias soquete infantis Lupo para meninos. Garanta mais conforto, qualidade e estilo para todas as ocasiões. Compre com facilidade no site!","147","921","Indexable",""
"https://www.lupo.com.br/meninos/meias/esportivas","1","Meia esportiva Infantil com os melhores preços! Conforto e proteção para atividades físicas. Modelos respiráveis, com ótimo ajuste e durabilidade.","146","902","Indexable",""
"https://www.lupo.com.br/produtos/cuecas","1","Descubra a coleção de cuecas da Lupo. Conforto, estilo e qualidade em cada peça. Renove seu guarda-roupa com parcelamento em até 6x Sem Juros!","142","927","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-sport-02725-005/p","1","Meia esportiva cano baixo feita em tecido de algodão com elastano respirável, garantindo ventilação e leveza para praticar atividades físicas.","142","870","Indexable",""
"https://www.lupo.com.br/produtos/cuecas/boxer","1","Boxer","5","36","Indexable",""
"https://www.lupo.com.br/meia-disney-kf-filme-moana-2-02256-001/p","1","Veja roupas pra academia, pratica de esportes, cuecas, calcinhas, sutiãs, pijamas e meias com qualidade e conforto Lupo para homens, mulheres e crianças!","153","965","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/curtos","1","Curtos","6","42","Indexable",""
