"Address","Occurrences","H1-1","H1-1 Length","Indexability","Indexability Status"
"https://www.lupo.com.br/pijama-modal-exclusivo-masculino-lupo/p","1","Pijama Modal Exclusivo Masculino Lupo","37","Indexable",""
"https://www.lupo.com.br/calcinha-loba-basica-sem-costura/p","1","Calcinha Básica Sem Costura Feminina Lupo","41","Indexable",""
"https://www.lupo.com.br/pijama-lupo-af-shdoll-modal-floral-24595-900/p","1","Pijama Curto Modal Exclusivo Feminino Lupo","42","Indexable",""
"https://www.lupo.com.br/meia-disney-km-cars-02230-130/p","1","Meia Disney KM CARS","19","Indexable",""
"https://www.lupo.com.br/calcinha-curve-sem-costura-40378-001/p","1","Calcinha Curve Sem Costura Feminina Lupo","40","Indexable",""
"https://www.lupo.com.br/blusa-loba-af-basica-41600-001/p","1","Regata Alcinha Feminina Lupo","28","Indexable",""
"https://www.lupo.com.br/calcinha-loba-af-biquini-basico-40400-001/p","1","Calcinha Biquini Sem Costura Feminina Lupo","42","Indexable",""
"https://www.lupo.com.br/feminino/pijamas","1","PIJAMAS","7","Indexable",""
"https://www.lupo.com.br/produtos/roupas-femininas","1","ROUPAS FEMININAS","16","Indexable",""
"https://www.lupo.com.br/blusa-loba-af-warm-g-a-45264-001/p","1","Blusa Gola Alta Warm Feminina Lupo","34","Indexable",""
"https://www.lupo.com.br/suti-curve-sem-costura-41378-001/p","1","Sutiã Curve Sem Costura","23","Indexable",""
"https://www.lupo.com.br/produtos","0","","0","Indexable",""
"https://www.lupo.com.br/feminino/modeladores","1","MODELADORES","11","Indexable",""
"https://www.lupo.com.br/feminino/meias","1","MEIAS","5","Indexable",""
"https://www.lupo.com.br/feminino/sutia","1","SUTIÃS","6","Indexable",""
"https://www.lupo.com.br/feminino/calcinhas","1","CALCINHAS","9","Indexable",""
"https://www.lupo.com.br/calcinha-loba-af-f-dental-bas-40600-001/p","1","Calcinha Fio Sem Costura Feminina Lupo","38","Indexable",""
"https://www.lupo.com.br/t-shirt-micromodal-unissex-sem-costura-75044-900/p","1","Camiseta Modal Unissex Lupo","27","Indexable",""
"https://www.lupo.com.br/masculino/cuecas/samba-cancao","1","SAMBA-CANÇÃO","12","Indexable",""
"https://www.lupo.com.br/boxer-algodo-com-elastano-00784-068/p","1","Cueca Boxer Algodão Masculina Lupo","34","Indexable",""
"https://www.lupo.com.br/masculino/meias","1","MEIAS","5","Indexable",""
"https://www.lupo.com.br/boxer-algodo-com-elastano-00784-069/p","1","Cueca Boxer Algodão Masculina Lupo","34","Indexable",""
"https://www.lupo.com.br/masculino/pijamas","1","PIJAMAS","7","Indexable",""
"https://www.lupo.com.br/boxer-bambu-sem-costura-18471-002/p","1","Cueca Boxer Fio de Bambu Masculina Lupo","39","Indexable",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-microf-00671-002/p","1","Cueca Boxer Microfibra Sem Costura Masculina Lupo","49","Indexable",""
"https://www.lupo.com.br/produtos/roupas","1","roupas","6","Indexable",""
"https://www.lupo.com.br/cueca-lupo-am-boxer-00784-016/p","1","Cueca Boxer Algodão Masculina Lupo","34","Indexable",""
"https://www.lupo.com.br/cueca-lupo-boxer-microf-00436-002/p","1","Cueca Boxer Microfibra Sem Costura Masculina Lupo","49","Indexable",""
"https://www.lupo.com.br/pijama-lupo-am-curto-modal-28662-900-outlet/p","1","Pijama Lupo AM Curto Modal","26","Indexable",""
"https://www.lupo.com.br/masculino/meias/urban","0","","0","Indexable",""
"https://www.lupo.com.br/blusa-decote-quadrado-sem-costura-45297-001-outlet/p","1","Blusa Decote Quadrado Sem Costura Feminina Lupo","47","Indexable",""
"https://www.lupo.com.br/blusa-regata-ribana-feminina-lupo-45296-001-outlet/p","1","Blusa Regata Ribana Feminina Lupo","33","Indexable",""
"https://www.lupo.com.br/meia-calca-disney-bf-lobinha-02527-009-outlet-outlet/p","1","Meia-Calca Disney BF Lobinha","28","Indexable",""
"https://www.lupo.com.br/meia-disney-bu-star-wars-02083-001-outlet-outlet/p","1","Meia Disney BU Star Wars","24","Indexable",""
"https://www.lupo.com.br/meia-lupo-kf-02680-302-outlet/p","1","Meia Lupo KF","12","Indexable",""
"https://www.lupo.com.br/suti-rib-sem-costura-41380-001-outlet/p","1","Sutiã Ribana Sem Costura Feminino Lupo","38","Indexable",""
"https://www.lupo.com.br/meia-marvel-km-vingadores-02451-012-outlet/p","1","Meia Marvel KM Vingadores","25","Indexable",""
"https://www.lupo.com.br/boxer-micromodal-com-elastano-18474-001/p","1","Cueca Boxer Micromodal Masculina Lupo","37","Indexable",""
"https://www.lupo.com.br/boxer-lupo-kids-sem-costura-00137-030/p","1","Boxer Lupo Kids Sem Costura","27","Indexable",""
"https://www.lupo.com.br/sunga-lupo-kids-algodo-com-elastano-00380-001/p","1","Sunga Lupo Kids Algodão com Elastano","36","Indexable",""
"https://www.lupo.com.br/meninos/cuecas/slip","1","CUECA SLIP PARA MENINOS","23","Indexable",""
"https://www.lupo.com.br/cueca-lupo-km-boxer-00141-003/p","1","Boxer Lupo Kids Algodão com Elastano","36","Indexable",""
"https://www.lupo.com.br/cueca-disney-slip-kit-com-3-unidades-00111-089/p","1","Kit 3 Cuecas Slip Kids Mickey Algodão","37","Indexable",""
"https://www.lupo.com.br/produtos/Adulto/Feminino?PS=12&map=c,specificationFilter_27,specificationFilter_30","0","","0","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/meninos/cuecas/boxer","1","BOXERS PARA MENINOS","19","Indexable",""
"https://www.lupo.com.br/slip-lupo-kids-algodo-00361-002/p","1","Slip Lupo Kids Algodão","22","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-curto-robots-20620-001/p","1","Pijama Curto Robots Infantil Masculino Lupo","43","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-manga-longa-20632-001/p","1","Pijama Longo Infantil Masculino Lupo","36","Indexable",""
"https://www.lupo.com.br/produtos/meias/soquetes","0","","0","Indexable",""
"https://www.lupo.com.br/pijama-curto-km-dino-20614-001-outlet/p","1","Pijama Curto Dino Infantil Masculino Lupo","41","Indexable",""
"https://www.lupo.com.br/pijama-curto-km-lupo-natal-cats-20673-900/p","1","Pijama Curto Natal Cats Infantil Masculino Lupo","47","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-longo-dinos-20646-001/p","1","Pijama Longo Dinos Infantil Masculino Lupo","42","Indexable",""
"https://www.lupo.com.br/feminino/calcinhas/tanga","1","CALCINHAS TANGA","15","Indexable",""
"https://www.lupo.com.br/pijama-lupo-km-curto-20631-001/p","1","Pijama Curto Estampado Infantil Masculino Lupo","46","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","0","","0","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-curto-km-recortes-20608-001/p","1","Pijama Curto Recortes Infantil Masculino Lupo","45","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/masculino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","0","","0","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-lupo-km-longo-moletinho-20647-001/p","1","Pijama Longo Moletom Infantil Masculino Lupo","44","Indexable",""
"https://www.lupo.com.br/sunga-lupo-km-recorte-28964-002/p","1","Sunga Lupo KM Recorte","21","Indexable",""
"https://www.lupo.com.br/sunga-lupo-estampada-28965-007/p","1","Sunga Beachwear Estampada Lupo Kids","35","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-recorte-28981-002/p","1","Boxer Beachwear Com Recorte Lupo Kids","37","Indexable",""
"https://www.lupo.com.br/meninos/beachwear/shorts","0","","0","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-estampada-28968-007/p","1","Sunga Estampada Infantil Masculina Lupo","39","Indexable",""
"https://www.lupo.com.br/short-magic-print-beachwear-lupo-kids-29008-001/p","1","Short Magic Print Beachwear Lupo Kids","37","Indexable",""
"https://www.lupo.com.br/sunga-lupo-boxer-lisa-28966-001/p","1","Sunga Boxer Lisa Infantil Masculina Lupo","40","Indexable",""
"https://www.lupo.com.br/sunga-lupo-lisa-28963-001/p","1","Sunga Lisa Infantil Masculina Lupo","34","Indexable",""
"https://www.lupo.com.br/produtos/beachwear","0","","0","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-basica-kit2-02830-088/p","1","Kit 2 Meias Cano Médio Básica Infantil Masculina Lupo","53","Indexable",""
"https://www.lupo.com.br/meninos/meias/urban","1","MEIAS URBAN","11","Indexable",""
"https://www.lupo.com.br/meninos/meias/soquete","1","SOQUETES PARA MENINOS","21","Indexable",""
"https://www.lupo.com.br/meninos/meias/esportivas","0","","0","Indexable",""
"https://www.lupo.com.br/produtos/cuecas","1","CUECAS","6","Indexable",""
"https://www.lupo.com.br/meia-lupo-km-sport-02725-005/p","1","Meia Cano Curto Esportiva Infantil Masculina Lupo","49","Indexable",""
"https://www.lupo.com.br/produtos/cuecas/boxer","0","","0","Indexable",""
"https://www.lupo.com.br/meia-disney-kf-filme-moana-2-02256-001/p","1","Meia Disney KF Filme Moana 2","28","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/curtos","0","","0","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-invisivel","0","","0","Indexable",""
"https://www.lupo.com.br/meia-smurfs-kf-14050-002/p","1","Meia Smurfs KF","14","Indexable",""
"https://www.lupo.com.br/meninas/meias/urban","1","MEIAS URBAN","11","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-02835-005/p","1","Meia Cano Curto Algodão Infantil Unissex Lupo","45","Indexable",""
"https://www.lupo.com.br/meninas/meias/com-solado","1","MEIAS COM SOLADO","16","Indexable",""
"https://www.lupo.com.br/meninas/meias/soquete","0","","0","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-medio","0","","0","Indexable",""
"https://www.lupo.com.br/meia-lupo-kf-aplicativo-02685-012/p","1","Meia Cano Médio Coração Infantil Feminina Lupo","46","Indexable",""
"https://www.lupo.com.br/meninas/meias/sapatilha","0","","0","Indexable",""
"https://www.lupo.com.br/meninas/meia-calca","1","MEIAS-CALÇAS INFANTIS","21","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-curto","0","","0","Indexable",""
"https://www.lupo.com.br/meia-lupo-ku-home-socks-02940-015/p","1","Meia Lupo KU Home Socks","23","Indexable",""
"https://www.lupo.com.br/meninas/meias/cano-longo","0","","0","Indexable",""
"https://www.lupo.com.br/calcinha-disney-kf-frozen-kit3-18202-089/p","1","Kit 3 Calcinhas Kids Frozen Algodão","35","Indexable",""
"https://www.lupo.com.br/produtos/lingerie/kit-com-3","1","kit com 3 calcinhas","19","Indexable",""
"https://www.lupo.com.br/top-lobinha-kf-sc-18700-001/p","1","Top Sem Costura Infantil Feminina Lupo","38","Indexable",""
"https://www.lupo.com.br/calcinha-disney-kf-princesas-k3-18201-089/p","1","Kit 3 Calcinhas Princesas Infantil Feminina Lupo","48","Indexable",""
"https://www.lupo.com.br/calcinha-lobinha-kf-estampada-k3-18110-089/p","1","Kit 3 Calcinhas Algodão Infantil Feminina Lupo","46","Indexable",""
"https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit3-18102-089/p","1","Kit 3 Calcinhas Lobinha Básica Algodão","38","Indexable",""
"https://www.lupo.com.br/produtos/lingerie","0","","0","Indexable",""
"https://www.lupo.com.br/feminino/sutia/top","1","SUTIÃS TOPS","11","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/longos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","0","","0","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/produtos/pijamas/longos","0","","0","Indexable",""
"https://www.lupo.com.br/pijama-lupo-kf-moletom-22622-001/p","1","Pijama Longo Moletom Infantil Feminino Lupo","43","Indexable",""
"https://www.lupo.com.br/produtos/pijamas/kids/curtos/feminino?initialMap=c,c,specificationFilter_30,specificationFilter_27&initialQuery=/produtos/pijamas/Masculino/Adulto&map=category-1,category-2,faixa-etaria,modelo,genero","0","","0","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/pijama-lupo-kf-shdoll-cachorrinho-22621-001/p","1","Pijama Curto Cachorrinho Infantil Feminino Lupo","47","Indexable",""
"https://www.lupo.com.br/pijama-lupo-kf-florido-22611-001/p","1","Pijama Lupo KF Florido","22","Indexable",""
"https://www.lupo.com.br/pijama-curto-kf-lupo-dolce-vita-22674-900/p","1","Pijama Curto Dolce Vita Infantil Feminino Lupo","46","Indexable",""
"https://www.lupo.com.br/pijama-curto-kf-lupo-natal-cats-22673-900/p","1","Pijama Curto Natal Cats Infantil Feminino Lupo","46","Indexable",""
"https://www.lupo.com.br/produtos/meias/uau","1","MEIAS UAU","9","Indexable",""
"https://www.lupo.com.br/produtos/meias/classicas","0","","0","Indexable",""
"https://www.lupo.com.br/produtos/meias","0","","0","Indexable",""
"https://www.lupo.com.br/produtos/meias/esportivas","0","","0","Indexable",""
"https://www.lupo.com.br/produtos/d","0","","0","Non-Indexable","Canonicalised"
"https://www.lupo.com.br/produtos/pijamas/pijamas","0","","0","Indexable",""
"https://www.lupo.com.br/produtos/pijamas","0","","0","Indexable",""
