"Address","Status Code","Title 1","Indexability","Indexability Status"
"https://www.lolaaviamentos.com.br/entretela-de-memoria/cinza/","200","Cinza","Indexable",""
"https://www.lolaaviamentos.com.br/account/login/","0","","Non-Indexable","Blocked by robots.txt"
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-cinza-285g-16-100m/","200","Entretela Cavalinho de Memória Termocolante Cinza","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-cinza-330g/","200","Entretela Cavalinho de Memória Termocolante Cinza 330g","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/regulador-plastico/","200","Regulador Plástico","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/filmes/","200","Filmes","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/hidrossoluvel/","200","Entretela Hidrossolúvel","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/toque-macio/","200","Entretelas de Toque Macio","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","200","Tecido Plano","Indexable",""
"https://www.lolaaviamentos.com.br/cdn-cgi/l/email-protection","404","","Non-Indexable","Client Error"
"https://www.lolaaviamentos.com.br/bordado1/termocolante/","200","Entretelas Termocolantes","Indexable",""
"https://www.lolaaviamentos.com.br/maquinas-acessorios/","200","Máquinas para Confecção","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/tela/","200","Tela","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/rasgo-facil/","200","Rasgo Fácil","Indexable",""
"https://www.lolaaviamentos.com.br/account/register","0","","Non-Indexable","Blocked by robots.txt"
"https://www.lolaaviamentos.com.br/acessorios/","200","Acessórios","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/","200","Compre online produtos de Lola Aviamentos - Entretelas para confecções e insumos para Bonés","Indexable",""
"https://www.lolaaviamentos.com.br/account/reset","0","","Non-Indexable","Blocked by robots.txt"
"https://www.lolaaviamentos.com.br/entretela-de-memoria/branca/","200","Branca","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","200","Entretelas de Malha","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","200","TNT Termocolante","Indexable",""
"https://www.lolaaviamentos.com.br/contato/","200","Contato - Lola Aviamentos - Entretelas para confecções e insumos para Bonés","Indexable",""
"https://www.lolaaviamentos.com.br/liquidacao/","200","Liquidação","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-de-memoria/preta/","200","Preta","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/suede1/","200","Tecidos","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","200","Entretela de tecido","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/algodao/","200","Algodão","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/aba-plastica/","200","Aba Plástica","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/vies1/","200","Viés","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/filme-papel-termocolante-definitivo-para-patchwork-48cm-5m/","200","Filme Papel Termocolante Definitivo para Patchwork","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-40g-90cm-200m/","200","Entretela Não Tecido para Bordado Rasgável","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-90g-90cm-200m/","200","Entretela Não Tecido para Bordado Rasgável","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-30g-90cm-200m/","200","Entretela Não Tecido para Bordado Rasgável","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-nao-tecido-para-bordado-toque-macio-rasgavel-60g-lef-60/","200","Entretela Não Tecido para Bordado Toque Macio Rasgável 60g Lef-60","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-50g-90cm-200m/","200","Entretela Não Tecido para Bordado Rasgável","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-preta-rasgavel-40g-90cm-200m/","200","Entretela Não Tecido para Bordado Preta Rasgável","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-rasgavel-40g-90cmx-200m/","200","Entretela Não Tecido para Bordado Toque Macio Rasgável 40g 90cm x 20","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-nao-tecido-para-bordado-rasgavel-70g-lec-70/","200","Entretela Não Tecido para Bordado Rasgável","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-30g-90cm-100m/","200","Entretela Não Tecido Termocolante de Toque Macio","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-30g-90cm-100m/","200","Entretela Não Tecido para Bordado Toque Macio","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-20g-90cm-100m/","200","Entretela Não Tecido Termocolante de Toque Macio 20g 90cm x 100m","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-40g-90cm-100m/","200","Entretela Não Tecido Termocolante de Toque Macio","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-nao-tecido-para-bordado-toque-macio-50g-lepo-50/","200","Entretela Não Tecido para Bordado Toque Macio 50g Lepo-50","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-60g-90cm-100m/","200","Entretela Não Tecido Termocolante de Toque Macio 60g","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-50g-90cm-x-100m/","200","Entretela Não Tecido Termocolante de Toque Macio 50g 90cm x 100m","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-20g-90cm-100m/","200","Entretela Não Tecido para Bordado Toque Macio","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-nao-tecido-para-bordado-toque-macio-60g-lepo-60/","200","Entretela Não Tecido para Bordado Toque Macio","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/case-para-bones/","200","Case para Bonés resistente","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/medidor-de-circunferencia-para-bones/","200","Medidor de Circunferência para Bonés","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/cortador-amostras/","200","Cortador de Amostras para Gramatura","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-ltn-130g-155-x-100m1/","200","Tela de Poliéster","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-60g-lab-203-204/","200","Entretela de Malha Termocolante 60g Lab-203/204","Indexable",""
"https://www.lolaaviamentos.com.br/filme/","200","Filme para Bordado - Qualidade e Variedade","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-40g-lab-501-502/","200","Entretela de Malha Termocolante 40g Lab-501/502","Indexable",""
"https://www.lolaaviamentos.com.br/https-www-lolaaviamentos-com-br-produtos-filme-plastico-magico-para-bordado-45g/","200","Filme Plástico Mágico para Bordado 45g - Flexível","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/vies-tecido-fosco-preto-20mm-6000m/","200","Viés de Tecido","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-13mm-1000un/","200","Botão de Forrar / Encapar para Boné 13mm 1.000un.","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/vies-tecido-fosco-preto-27mm-6000m/","200","Viés Tecido Fosco","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-20kg-ab-80/","200","Aba Plástica para Boné Curva 20kg AB-80","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-196kg-ab-60/","200","Aba para Boné","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","200","Fita Dupla Face  - Alta Aderência Lola","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-branca-285g-16-100m/","200","Entretela Cavalinho de Memória Termocolante Branca 285g 1,6m x 100m","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-preta-290g-16-x-100m/","200","Entretela Cavalinho de Memória Termocolante Preta","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-branca-270g-16-100m/","200","Entretela Cavalinho de Memória Termocolante Branca","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-branca-235g-sem-cola/","200","Entretela Cavalinho de Memória Branca 235g Sem Cola","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-branca-220g-15-100m/","200","Entretela Cavalinho de Memória Termocolante Branca","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","200","Entretelas de Algodão Termocolante","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-30g-lab-401-402/","200","Entretela de TNT (Micro Ponto) Termocolante 30g Lab-401/402","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-40g-lab-403-404/","200","Entretela de TNT (Micro Ponto) Termocolante 40g Lab-403/404","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-50g-lab-405-406/","200","Entretela de TNT (Micro Ponto) Termocolante 50g Lab-405/406","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-40g-157-100m/","200","Entretela Hidrossolúvel para Bordado 40g 1,57 x 100m","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tecido-plano-termocolante-30g-lab-101-102/","200","Entretela Termocolante Leve 30g","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tecido-plano-termocolante-60g-lab-601-602/","200","Entretela de Tecido Plano Termocolante 60g Lab-601/602","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/vies-tecido-fosco-55mm-carneira-18ql1/","200","Viés Tecido Fosco 55mm - Carneira","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-45g-lab-701-702/","200","Entretela de Malha Termocolante 45g LAb-701/702","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-60g-lab-503-504/","200","Entretela de Malha Termocolante 60g Lab-503/504","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-40g-150m-x-100m1/","200","Entretela de Malha Termocolante 40g Lab-1001/1002","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-60g-160m-x-100m1/","200","Entretela de Malha Termocolante 60g Lab-801/802","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-40g-lab-201-202/","200","Entretela de Malha Termocolante 40g Lab-201/202","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-80g-lab-901-902/","200","Entretela de Malha Termocolante 80g Lab-901/902","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-20kg-ab-230/","200","Aba Plástica Curva para Boné 20kg AB-230 - Material Puro e Leve","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-196kg-ab-50/","200","Aba Plástica Curva para Boné 19,6kg AB-50 - Material Puro e Leve","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-pregar-botao-automatica-bp-1000/","200","Máquina de Encapar Botão","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1-000un-1rtwf/","200","Botão de Forrar / Encapar para Boné 15 mm 1.000un.","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-dublagem-de-bones-por-moldes-hpw-2/","200","Máquina de Dublagem de Bonés por Moldes","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-manual-de-coformar-bones/","200","Máquina Manual de Conformar Bonés","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-conformar-bones/","200","Máquina Pneumática de Conformar Bonés","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-transfer-mt-1500/","200","Máquina Transfer MT-1500: Personalize Camisetas e Bonés Fácil","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/base-maquina-transfer-mt-1500/","200","Base Máquina Transfer MT-1500 para Personalização Precisa","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-encapar-botao-semi/","200","Máquina de Encapar Botão Semi Automática","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-passadoria/","200","Máquina de Passar para Bonés","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-costura-na-aba-reta-automatica-filigrana-mca-2500/","200","Máquina de Costura na Aba Reta Automática Filigrana","Indexable",""
