"Type","From","To","Anchor Text","Alt Text","Follow","Target","Rel","Status Code","Status","Path Type","Link Path","Link Position","Link Origin","Size","Transferred"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/header/div/div[3]/div/div/ul/li[1]/a","Header","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/bordado1/","Entretelas para Bordados","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[2]/div[1]/a","Header","HTML","943414","131534"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/rasgo-facil/","Rasgo Fácil","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[2]/div[2]/ul/li[1]/a","Header","HTML","840170","125813"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/toque-macio/","Toque Macio","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[2]/div[2]/ul/li[2]/a","Header","HTML","751401","110112"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/hidrossoluvel/","Hidrossolúvel","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[2]/div[2]/ul/li[3]/a","Header","HTML","543728","100956"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/termocolante/","Termocolante","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[2]/div[2]/ul/li[4]/a","Header","HTML","567646","95956"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/filmes/","Filmes","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[2]/div[2]/ul/li[5]/a","Header","HTML","483631","94429"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/entretela-alfaiataria/","Entretelas para Alfaiataria","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[3]/div[1]/a","Header","HTML","944514","130648"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","TNT Termocolante","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[3]/div[2]/ul/li[1]/a","Header","HTML","578044","103983"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","Entretelas de Malha","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[3]/div[2]/ul/li[2]/a","Header","HTML","665636","103494"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","Tecido Plano","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[3]/div[2]/ul/li[3]/a","Header","HTML","582585","101513"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","Termocolante de Tecido","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[3]/div[2]/ul/li[4]/a","Header","HTML","372630","84171"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/algodao/","Algodão","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[3]/div[2]/ul/li[5]/a","Header","HTML","487595","93424"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/entretela-de-memoria/","Entretela de Memória","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[4]/div[1]/a","Header","HTML","556622","95366"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-de-memoria/preta/","Preta","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[4]/div[2]/ul/li[1]/a","Header","HTML","408556","88468"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-de-memoria/branca/","Branca","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[4]/div[2]/ul/li[2]/a","Header","HTML","459602","90531"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-de-memoria/cinza/","Cinza","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[4]/div[2]/ul/li[3]/a","Header","HTML","434096","89612"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/acessorios/","Acessórios","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[5]/a","Header","HTML","451529","90469"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/maquinas-acessorios/","Máquinas","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[6]/a","Header","HTML","545200","94473"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/insumos-para-bones/","Insumos para Bonés","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[7]/div[1]/a","Header","HTML","1328774","124712"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/tela/","Tela","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[7]/div[2]/ul/li[1]/a","Header","HTML","709307","98595"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/aba-plastica/","Aba Plástica","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[7]/div[2]/ul/li[2]/a","Header","HTML","481796","92069"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/regulador-plastico/","Regulador Plástico","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[7]/div[2]/ul/li[3]/a","Header","HTML","451836","89648"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/vies1/","Viés","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[7]/div[2]/ul/li[4]/a","Header","HTML","837315","98441"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/suede1/","Tecidos","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[7]/div[2]/ul/li[5]/a","Header","HTML","422242","88677"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/liquidacao/","Liquidação","","True","","","200","OK","Absolute","//body/header/div/div[3]/div/div/ul/li[8]/a","Header","HTML","997883","120148"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Entendi","","True","","","200","OK","Path-Relative","//body/div[2]/div[2]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[3]/div/div/div[2]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/account/reset","","","True","","","0","Blocked by robots.txt","Root-Relative","//body/div[@id='quick-login']/div/form/div[4]/div/a","Content","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://instagram.com/lolasolucoes","","","True","_blank","","301","Moved Permanently","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-topbar']/div/div[1]/a[@class='social-icon'][1]","Navigation","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.facebook.com/lolasolucoestexteis","","","True","_blank","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-topbar']/div/div[1]/a[@class='social-icon'][2]","Navigation","HTML","1170286","236538"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.youtube.com/@lolasolucoes","","","True","_blank","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-topbar']/div/div[1]/a[@class='social-icon'][3]","Navigation","HTML","1005202","241582"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Mais Vendidos","","True","","","200","OK","Root-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[1]/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Entretelas para Bordados","","True","","","200","OK","Path-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[2]/div/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/bordado1/","Ver tudo em Entretelas para Bordados","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[2]/ul/li[1]/a","Navigation","HTML","943414","131534"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/rasgo-facil/","Rasgo Fácil","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[2]/ul/li[2]/a","Navigation","HTML","840170","125813"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/toque-macio/","Toque Macio","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[2]/ul/li[3]/a","Navigation","HTML","751401","110112"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/hidrossoluvel/","Hidrossolúvel","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[2]/ul/li[4]/a","Navigation","HTML","543728","100956"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/termocolante/","Termocolante","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[2]/ul/li[5]/a","Navigation","HTML","567646","95956"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/bordado1/filmes/","Filmes","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[2]/ul/li[6]/a","Navigation","HTML","483631","94429"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Entretelas para Alfaiataria","","True","","","200","OK","Path-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[3]/div/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/entretela-alfaiataria/","Ver tudo em Entretelas para Alfaiataria","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[3]/ul/li[1]/a","Navigation","HTML","944514","130648"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","TNT Termocolante","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[3]/ul/li[2]/a","Navigation","HTML","578044","103983"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","Entretelas de Malha","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[3]/ul/li[3]/a","Navigation","HTML","665636","103494"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","Tecido Plano","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[3]/ul/li[4]/a","Navigation","HTML","582585","101513"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","Termocolante de Tecido","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[3]/ul/li[5]/a","Navigation","HTML","372630","84171"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-alfaiataria/algodao/","Algodão","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[3]/ul/li[6]/a","Navigation","HTML","487595","93424"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Entretela de Memória","","True","","","200","OK","Path-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[4]/div/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/entretela-de-memoria/","Ver tudo em Entretela de Memória","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[4]/ul/li[1]/a","Navigation","HTML","556622","95366"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-de-memoria/preta/","Preta","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[4]/ul/li[2]/a","Navigation","HTML","408556","88468"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-de-memoria/branca/","Branca","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[4]/ul/li[3]/a","Navigation","HTML","459602","90531"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/entretela-de-memoria/cinza/","Cinza","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[4]/ul/li[4]/a","Navigation","HTML","434096","89612"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/acessorios/","Acessórios","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[5]/a","Navigation","HTML","451529","90469"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/maquinas-acessorios/","Máquinas","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[6]/a","Navigation","HTML","545200","94473"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Insumos para Bonés","","True","","","200","OK","Path-Relative","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[7]/div/a","Navigation","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/insumos-para-bones/","Ver tudo em Insumos para Bonés","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[7]/ul/li[1]/a","Navigation","HTML","1328774","124712"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/tela/","Tela","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[7]/ul/li[2]/a","Navigation","HTML","709307","98595"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/aba-plastica/","Aba Plástica","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[7]/ul/li[3]/a","Navigation","HTML","481796","92069"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/regulador-plastico/","Regulador Plástico","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[7]/ul/li[4]/a","Navigation","HTML","451836","89648"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/vies1/","Viés","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[7]/ul/li[5]/a","Navigation","HTML","837315","98441"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/insumos-para-bones/suede1/","Tecidos","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[7]/ul/li[6]/a","Navigation","HTML","422242","88677"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/liquidacao/","Liquidação","","True","","","200","OK","Absolute","//body/div[@id='nav-hamburger']/div/div[@class='modal-scrollable-area']/div[@class='modal-body']/div/ul/li[8]/a","Navigation","HTML","997883","120148"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/account/register","Criar uma conta","","True","","","0","Blocked by robots.txt","Root-Relative","//body/div[@id='nav-hamburger']/div/div[2]/div/ul/li[1]/a","Navigation","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/account/login/","Iniciar sessão","","True","","","0","Blocked by robots.txt","Root-Relative","//body/div[@id='nav-hamburger']/div/div[2]/div/ul/li[2]/a","Navigation","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/","ver outros aquí","","True","","","200","OK","Root-Relative","//body/div[@id='modal-cart']/form/div[@class='modal-body']/div[@id='error-ajax-stock']/div/a","Content","HTML","1058683","138087"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Alterar CEP","","True","","","200","OK","Path-Relative","//body/div[@id='modal-cart']/form/div[@class='modal-body']/div[4]/div[4]/div[2]/div[@id='cart-shipping-container']/div/div[1]/div[1]/div/div/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","http://www.buscacep.correios.com.br/sistemas/buscacep/","Não sei meu CEP","","True","_blank","","302","Moved Temporarily","Absolute","//body/div[@id='modal-cart']/form/div[@class='modal-body']/div[4]/div[4]/div[2]/div[@id='cart-shipping-container']/div/div[1]/div[2]/div/div[4]/a","Content","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/","ver outros aquí","","True","","","200","OK","Root-Relative","//body/div[@id='modal-cart']/form/div[@class='modal-body']/div[4]/div[6]/div[@id='error-ajax-stock']/a","Content","HTML","1058683","138087"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Ver mais produtos","","True","","","200","OK","Path-Relative","//body/div[@id='modal-cart']/form/div[@class='modal-body']/div[4]/div[6]/div[2]/div[3]/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Ver carrinho","","True","","","200","OK","Path-Relative","//body/div[@id='related-products-notification']/div[@class='modal-body']/div[1]/div[2]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/search/?q=tela+lt","","Carrossel 1","True","","","0","Blocked by robots.txt","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[1]/a","Content","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","","Carrossel 2","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[2]/a","Content","HTML","828890","138041"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","","Carrossel 3","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[3]/a","Content","HTML","1161761","151432"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-40g-90cm-200m/","","Carrossel 4","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[4]/a","Content","HTML","1032399","168518"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","","Carrossel 5","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[1]/div/div/div/div/div/div[@class='swiper-wrapper']/div[5]/a","Content","HTML","781829","144001"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/search/?q=tela+lt","","Carrossel 1","True","","","0","Blocked by robots.txt","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[1]/a","Content","HTML","0","0"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","","Carrossel 2","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[2]/a","Content","HTML","828890","138041"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","","Carrossel 3","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[3]/a","Content","HTML","1161761","151432"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-40g-90cm-200m/","","Carrossel 4","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[4]/a","Content","HTML","1032399","168518"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","","Carrossel 5","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[1]/div[2]/div/div/div/div/div[@class='swiper-wrapper']/div[5]/a","Content","HTML","781829","144001"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-60g-52cm-25m/","","Entretela Hidrossolúvel para Bordado 60g Laf-60 - comprar online","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[1]/div/div/div/div[1]/div[10]/a","Content","HTML","707141","140260"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[1]/div/div/div/div[1]/div[10]/div[@class='item-buy']/div/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-60g-52cm-25m/","Entretela Hidrossolúvel para Bordado 60g Laf-60 R$0,00 R$3.448,85","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[1]/div/div/div/div[2]/a","Content","HTML","707141","140260"
"Hyperlink","https://lolaaviamentos.com.br/","https://lolaaviamentos.com.br/","Comprar","","True","","","200","OK","Path-Relative","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[1]/div/div/div/div[3]/div[1]/a","Content","HTML","1103785","135671"
"Hyperlink","https://lolaaviamentos.com.br/","https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-60g-52cm-25m/","Espiar","","True","","","200","OK","Absolute","//body/div[@class='js-home-sections-container']/section[@class='section-featured-home'][1]/div/div/div[2]/div/div/div[1]/div/div/div/div[3]/div[2]/a","Content","HTML","707141","140260"
