"Address","Occurrences","H1-1","H1-1 Length","Indexability","Indexability Status"
"https://lolaaviamentos.com.br/insumos-para-bones/aba-plastica/","1","Aba Plástica","12","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/algodao/","1","Algodão","7","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/","1","Alfaiataria","11","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","1","Entretela de TNT (Micro Ponto) Termocolante 70g Lab-407/408","59","Indexable",""
"https://lolaaviamentos.com.br/bordado1/filmes/","1","Filmes","6","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/insumos-para-bones/","1","Insumos para Bonés","18","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","1","Tela de Poliéster Mesh","22","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/bordado1/termocolante/","1","Termocolante","12","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/insumos-para-bones/","1","Insumos para Bonés","18","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-60g-lab-409-410/","1","Entretela de TNT (Micro Ponto) Termocolante 60g Lab-409/410","59","Indexable",""
"https://lolaaviamentos.com.br/bordado1/hidrossoluvel/","1","Hidrossolúvel","13","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-105g-155-100m/","1","Tela de Poliéster LT 105g","25","Indexable",""
"https://www.lolaaviamentos.com.br/trocas-devolucoes/","1","Trocas e Devoluções","19","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/regulador-plastico-para-bone-1000-un/","1","Regulador Plástico Proflex para Boné 1.000 und.","47","Indexable",""
"https://lolaaviamentos.com.br/bordado1/rasgo-facil/","1","Rasgo Fácil","11","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-de-memoria/preta/","1","Preta","5","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/maquinas-acessorios/","1","Máquinas e Acessórios","21","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/","1","Alfaiataria","11","Indexable",""
"https://lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","1","Entretelas Tecido de Algodão Termocolante ETP","45","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/https-www-lolaaviamentos-com-br-acessorios/","1","Aparelho de Bronze","18","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1000un/","1","Botão de Forrar / Encapar para Boné 13 mm 1.000 un.","51","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-60g-52cm-25m/","1","Entretela Hidrossolúvel para Bordado 60g Laf-60","47","Indexable",""
"https://lolaaviamentos.com.br/entretela-de-memoria/","1","Entretela de Memória","20","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/entretela-de-memoria/cinza/","1","Cinza","5","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-cinza-285g-16-100m/","1","Entretela Cavalinho de Memória Termocolante Cinza 285g","54","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-cinza-330g/","1","Entretela Cavalinho de Memória Termocolante Cinza 330g","54","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/regulador-plastico/","1","Regulador Plástico","18","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/filmes/","1","Filmes","6","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/hidrossoluvel/","1","Hidrossolúvel","13","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/toque-macio/","1","Toque Macio","11","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","1","Tecido Plano","12","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/termocolante/","1","Termocolante","12","Indexable",""
"https://www.lolaaviamentos.com.br/maquinas-acessorios/","1","Máquinas e Acessórios","21","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/tela/","1","Tela","4","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/rasgo-facil/","1","Rasgo Fácil","11","Indexable",""
"https://www.lolaaviamentos.com.br/acessorios/","1","Acessórios","10","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/","1","Produtos","8","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-de-memoria/branca/","1","Branca","6","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","1","Entretelas de Malha","19","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","1","TNT Termocolante","16","Indexable",""
"https://www.lolaaviamentos.com.br/contato/","1","Contato","7","Indexable",""
"https://www.lolaaviamentos.com.br/liquidacao/","1","Liquidação","10","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-de-memoria/preta/","1","Preta","5","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/suede1/","1","Tecidos","7","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","1","Termocolante de Tecido","22","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/algodao/","1","Algodão","7","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/aba-plastica/","1","Aba Plástica","12","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/vies1/","1","Viés","4","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/filme-papel-termocolante-definitivo-para-patchwork-48cm-5m/","1","Filme Papel Termocolante Definitivo para Patchwork","50","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-40g-90cm-200m/","1","Entretela Não Tecido para Bordado Rasgável 40g Lec-40","53","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-90g-90cm-200m/","1","Entretela Não Tecido para Bordado Rasgável 90g Lec-90","53","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-30g-90cm-200m/","1","Entretela Não Tecido para Bordado Rasgável 30g Lec-30","53","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-nao-tecido-para-bordado-toque-macio-rasgavel-60g-lef-60/","1","Entretela Não Tecido para Bordado Toque Macio Rasgável 60g Lef-60","65","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-50g-90cm-200m/","1","Entretela Não Tecido para Bordado Rasgável 50g Lec-50","53","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-preta-rasgavel-40g-90cm-200m/","1","Entretela Não Tecido para Bordado Preta Rasgável 40g Lecb-40","60","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-rasgavel-40g-90cmx-200m/","1","Entretela Não Tecido para Bordado Toque Macio Rasgável 40g Lef-40","65","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-nao-tecido-para-bordado-rasgavel-70g-lec-70/","1","Entretela Não Tecido para Bordado Rasgável 70g Lec-70","53","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-30g-90cm-100m/","1","Entretela Não Tecido Termocolante de Toque Macio 30g Lepoc-30","61","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-30g-90cm-100m/","1","Entretela Não Tecido para Bordado Toque Macio 30g Lepo-30","57","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-20g-90cm-100m/","1","Entretela Não Tecido Termocolante de Toque Macio 20g Lepoc-20","61","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-40g-90cm-100m/","1","Entretela Não Tecido Termocolante de Toque Macio 40g Lepoc-40","61","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-nao-tecido-para-bordado-toque-macio-50g-lepo-50/","1","Entretela Não Tecido para Bordado Toque Macio 50g Lepo-50","57","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-60g-90cm-100m/","1","Entretela Não Tecido Termocolante de Toque Macio 60g Lepoc-60","61","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-termocolante-de-toque-macio-50g-90cm-x-100m/","1","Entretela Não Tecido Termocolante de Toque Macio 50g Lepoc-50","61","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-20g-90cm-100m/","1","Entretela Não Tecido para Bordado Toque Macio 20g Lepo-20","57","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-nao-tecido-para-bordado-toque-macio-60g-lepo-60/","1","Entretela Não Tecido para Bordado Toque Macio 60g Lepo-60","57","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/case-para-bones/","1","Case para bonés","15","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/medidor-de-circunferencia-para-bones/","1","Medidor de Circunferência para Bonés","36","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/cortador-amostras/","1","Cortador de Amostras para Gramatura","35","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-ltn-130g-155-x-100m1/","1","Tela de Poliéster LTN 130g","26","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-60g-lab-203-204/","1","Entretela de Malha Termocolante 60g Lab-203/204","47","Indexable",""
"https://www.lolaaviamentos.com.br/filme/","1","Filmes","6","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-40g-lab-501-502/","1","Entretela de Malha Termocolante 40g Lab-501/502","47","Indexable",""
"https://www.lolaaviamentos.com.br/https-www-lolaaviamentos-com-br-produtos-filme-plastico-magico-para-bordado-45g/","1","Mais Vendidos","13","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/vies-tecido-fosco-preto-20mm-6000m/","1","Viés Tecido Fosco 20mm","22","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-13mm-1000un/","1","Botão de Forrar / Encapar para Boné 13mm 1.000un.","49","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/vies-tecido-fosco-preto-27mm-6000m/","1","Viés Tecido Fosco 27mm","22","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-20kg-ab-80/","1","Aba Plástica para Boné Curva 20kg AB-80","39","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-196kg-ab-60/","1","Aba Plástica para Boné Curva 19,6kg AB-60","41","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","1","Kit Fita Dupla Face 19mm x 30m FD-01","36","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-branca-285g-16-100m/","1","Entretela Cavalinho de Memória Termocolante Branca 285g 1,60m x 100m","68","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-preta-290g-16-x-100m/","1","Entretela Cavalinho de Memória Termocolante Preta 290g","54","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-branca-270g-16-100m/","1","Entretela Cavalinho de Memória Termocolante Branca 280g","55","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-branca-235g-sem-cola/","1","Entretela Cavalinho de Memória Branca 235g Sem Cola","51","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-branca-220g-15-100m/","1","Entretela Cavalinho de Memória Termocolante Branca 220g","55","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","1","Entretelas Tecido de Algodão Termocolante ETP","45","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-30g-lab-401-402/","1","Entretela de TNT (Micro Ponto) Termocolante 30g Lab-401/402","59","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-40g-lab-403-404/","1","Entretela de TNT (Micro Ponto) Termocolante 40g Lab-403/404","59","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-50g-lab-405-406/","1","Entretela de TNT (Micro Ponto) Termocolante 50g Lab-405/406","59","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-40g-157-100m/","1","Entretela Hidrossolúvel para Bordado 40g Laf-40","47","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tecido-plano-termocolante-30g-lab-101-102/","1","Entretela de Tecido Plano Termocolante 30g Lab-101/102","54","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tecido-plano-termocolante-60g-lab-601-602/","1","Entretela de Tecido Plano Termocolante 60g Lab-601/602","54","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/vies-tecido-fosco-55mm-carneira-18ql1/","1","Viés Tecido Fosco 55mm - Carneira","33","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-45g-lab-701-702/","1","Entretela de Malha Termocolante 45g LAb-701/702","47","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-60g-lab-503-504/","1","Entretela de Malha Termocolante 60g Lab-503/504","47","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-40g-150m-x-100m1/","1","Entretela de Malha Termocolante 40g Lab-1001/1002","49","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-60g-160m-x-100m1/","1","Entretela de Malha Termocolante 60g Lab-801/802","47","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-40g-lab-201-202/","1","Entretela de Malha Termocolante 40g Lab-201/202","47","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-80g-lab-901-902/","1","Entretela de Malha Termocolante 80g Lab-901/902","47","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-20kg-ab-230/","1","Aba Plástica para Boné Curva 20kg AB-230","40","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-196kg-ab-50/","1","Aba Plástica para Boné Curva 19,6kg AB-50","41","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-pregar-botao-automatica-bp-1000/","1","Máquina de Pregar Botão Automática BP-1000","42","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1-000un-1rtwf/","1","Botão de Forrar / Encapar para Boné 15 mm 1.000un.","50","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-dublagem-de-bones-por-moldes-hpw-2/","1","Máquina de Dublagem de Bonés por Moldes HPW-2","45","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-manual-de-coformar-bones/","1","Máquina Manual de Conformar Bonés MPH-1000","42","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-conformar-bones/","1","Máquina Pneumática de Conformar Bonés HP-2","42","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-transfer-mt-1500/","1","Máquina Transfer MT-1500","24","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/base-maquina-transfer-mt-1500/","1","Base Máquina Transfer MT-1500","29","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-encapar-botao-semi/","1","Máquina de Encapar Botão Semi Automática ME-550","47","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-passadoria/","1","Máquina de Passadoria","21","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-costura-na-aba-reta-automatica-filigrana-mca-2500/","1","Máquina de Costura na Aba Reta Automática Filigrana MCA-2500","60","Indexable",""
