"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://lolaaviamentos.com.br/bordado1/toque-macio/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Entretelas de Toque Macio","25","238","As entretelas não tecido de toque macio e rasgo orientado são compostas de poliéster e tem foco na área de vestuário feminino e infantil.","137","846","","0","Toque Macio","11","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/bordado1/toque-macio/","","","","","","751401","110112","110112","42.182","","799","264","3.027","79.775","Fairly Easy","0.775","1","2","","99","33","0","23.240","139","49","0","14","6","0","","","","","81bd5a589aa32a18af580ffe935665f6","0.204","Thu, 23 Jul 2026 16:55:13 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/bordado1/toque-macio/","2026-07-23 13:55:13"
"https://lolaaviamentos.com.br/acessorios/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Acessórios","10","98","Compre online Acessórios por R$99,90. Temos cortador de amostras para gramatura, medidor de circunferência para bonés e mais. Faça seu pedido e pague-o online.","159","1026","","0","Acessórios","10","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/acessorios/","","","","","","451529","90469","90469","34.657","","514","175","2.937","72.016","Fairly Easy","0.824","1","1","","79","33","0","23.240","93","40","0","14","6","0","","","","","b63e78a04e0c0e9ef64b6a590c3a4787","0.509","Thu, 23 Jul 2026 16:55:14 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/acessorios/","2026-07-23 13:55:14"
"https://lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Entretela de tecido","19","168","deal para a confecção de peças de alto padrão, nossa entretela 100% algodão é desenvolvida especialmente para atender às exigências da alfaiataria e camisaria fina. Utilizada em colarinhos, golas, cós e outras aplicações estruturais, garante acabamento impecável, toque sofisticado e excelente performance na costura.","317","1980","","0","Termocolante de Tecido","22","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","","","","","","372630","84171","84171","32.244","","455","137","3.321","66.059","Normal","0.867","1","2","","78","33","0","23.240","82","37","0","14","6","0","","","","","3d4a1a6e388ef121536ffed2a4df115f","0.181","Thu, 23 Jul 2026 16:55:14 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","2026-07-23 13:55:14"
"https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","text/html; charset=UTF-8","200","OK","Indexable","","Tela de Poliéster Mesh: Leve, Resistente e Respirável","53","476","Tela de Poliéster Mesh oferece leveza, ventilação e resistência ideal para vestuário e acessórios. Compre agora e garanta conforto e qualidade!","143","878","","0","Tela de Poliéster Mesh","22","Total: R$0,00","13","R$269,90","8","","","","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","","","","","","829058","138025","138025","52.875","","965","252","3.829","70.744","Fairly Easy","0.793","1","2","","58","10","0","7.040","100","38","0","22","13","0","","","","","d13e10c672ae0d5c59eb3c94c28f44c1","0.580","Thu, 23 Jul 2026 16:55:14 GMT","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","2026-07-23 13:55:14"
"https://www.lolaaviamentos.com.br/produtos/entretela-dupla-face-90cm-50m/","text/html; charset=UTF-8","200","OK","Indexable","","Entretela Dupla Face Adesiva E Termocolante 90cm X 50m","54","525","A entretela dupla face é utilizada para fazer o processo de patchwork de patches e apliques em tecidos ou outros materiais.","123","761","","0","Entretela Dupla Face Adesiva E Termocolante 0,90cm x 50m","56","Total: R$0,00","13","R$171,90","8","","","","https://www.lolaaviamentos.com.br/produtos/entretela-dupla-face-90cm-50m/","","","","","","713182","135544","135544","51.924","","1047","282","3.713","72.894","Fairly Easy","0.977","1","2","","41","5","0","3.520","113","41","0","20","11","0","","","","","34c94b04dffe1943aca478b0014d69e8","0.732","Thu, 23 Jul 2026 16:55:15 GMT","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/produtos/entretela-dupla-face-90cm-50m/","2026-07-23 13:55:14"
"https://www.lolaaviamentos.com.br/politica_privacidade/","text/html; charset=UTF-8","200","OK","Indexable","","Política de Privacidade","23","204","Nossa política de privacidade tem como objetivo deixar claro nosso compromisso em garantir a proteção dos dados solicitados ou coletados. Não fornecemos suas...","160","1023","","0","Política de Privacidade","23","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/politica_privacidade/","","","","","","363698","82992","82992","31.793","","826","181","4.564","51.849","Fairly Hard","1.543","1","1","","154","142","0","100.000","78","35","0","14","6","0","","","","","fd80d407b84f434d47d32d8d66ba59ab","0.553","","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/politica_privacidade/","2026-07-23 13:55:15"
"https://lolaaviamentos.com.br/produtos/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Compre online produtos de Lola Aviamentos - Entretelas para confecções e insumos para Bonés","91","857","Aqui você vai encontrar uma ampla gama de acessórios e entretelas para bordado, termocolantes para patchwork, apliques e insumos para bonés.","140","907","","0","Produtos","8","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/produtos/","","","","","","1058683","138087","138087","52.899","","1280","337","3.798","100.000","Very Easy","0.858","1","1","","107","32","0","22.540","165","53","0","14","6","0","","","","","3241731fc50d58e24b4b7a9bca75257a","0.656","","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/produtos/","2026-07-23 13:55:15"
"https://lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Fita Dupla Face  - Alta Aderência Lola","38","328","Fita dupla face Lola com alta viscosidade, ideal para bordados, calçados e pisos. Compre e garanta fixação segura e duradoura!","126","790","","0","Kit Fita Dupla Face 19mm x 30m FD-01","36","Total: R$0,00","13","R$97,35","7","","","","https://www.lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","","","","","","1161761","151432","151432","58.011","","1008","297","3.394","80.938","Easy","0.584","1","2","","33","3","0","2.110","121","46","0","19","10","0","","","","","c3b4f57ff906d396506e1dd6ff1407b","0.703","Thu, 23 Jul 2026 16:55:16 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","2026-07-23 13:55:15"
"https://www.lolaaviamentos.com.br/produtos/tecido-suede-160g/","text/html; charset=UTF-8","200","OK","Indexable","","Tecido Suede","12","121","Descubra o Tecido Suede, macio e resistente, ideal para estofados e decoração. Compre agora e transforme seus projetos com elegância e durabilidade!","148","936","","0","Tecido Suede 160g","17","Total: R$0,00","13","R$247,50","8","","","","https://www.lolaaviamentos.com.br/produtos/tecido-suede-160g/","","","","","","666464","135855","135855","52.043","","897","247","3.632","73.467","Fairly Easy","0.901","1","2","","50","9","0","6.340","104","39","0","23","14","0","","","","","b93262562be32318b21855d648d099a5","0.604","Thu, 23 Jul 2026 16:55:16 GMT","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/produtos/tecido-suede-160g/","2026-07-23 13:55:16"
"https://lolaaviamentos.com.br/contato/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Contato - Lola Aviamentos - Entretelas para confecções e insumos para Bonés","75","698","","0","0","","0","Contato","7","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/contato/","","","","","","364142","81977","81977","31.404","","456","144","3.167","69.671","Normal","0.882","1","1","","44","32","0","22.540","79","36","0","15","6","0","","","","","5021947375e01616dac32f088f6a5caf","0.529","","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/contato/","2026-07-23 13:55:16"
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-40g-90cm-100m/","text/html; charset=UTF-8","200","OK","Indexable","","Entretela Não Tecido para Bordado Toque Macio 40g 90cm x 100m","61","595","A entretela para bordado de toque macio proporciona uma ótima definição aos bordados, e tem foco na área de vestuário feminino e infantil.","138","868","","0","Entretela Não Tecido para Bordado Toque Macio 40g Lepo-40","57","Total: R$0,00","13","R$55,30","7","","","","https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-40g-90cm-100m/","","","","","","806057","143864","143864","55.112","","1038","295","3.519","72.207","Fairly Easy","0.881","1","2","","49","5","0","3.520","130","44","0","22","13","0","","","","","d4bafaba0c0c5f3b4cf6816cbaadd7cd","0.578","Thu, 23 Jul 2026 16:55:16 GMT","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-40g-90cm-100m/","2026-07-23 13:55:16"
"https://www.lolaaviamentos.com.br/entretela-de-memoria/","text/html; charset=UTF-8","200","OK","Indexable","","Entretela de Memória Termocolante","33","323","Compre entretelas de memória termocolantes em várias gramaturas e cores. Ideal para estruturar bonés, bolsas, roupas e evitar deformações.","138","880","","0","Entretela de Memória","20","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/entretela-de-memoria/","","","","","","556622","95366","95366","36.533","","660","231","2.857","71.780","Fairly Easy","0.861","1","1","","326","142","0","100.000","120","42","0","14","6","0","","","","","2443ef46711fe3a45d4d56315fb2d868","0.185","Thu, 23 Jul 2026 16:55:17 GMT","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/entretela-de-memoria/","2026-07-23 13:55:17"
"https://www.lolaaviamentos.com.br/bordado1/","text/html; charset=UTF-8","200","OK","Indexable","","Bordado","7","74","Compre online Bordado por R$1,10. Temos entretela não tecido para bordado rasgável 70g lec-70, entretela não tecido para bordado rasgável 50g lec-50 e mais. Faça seu pedido e pague...","183","1158","","0","Bordado","7","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/bordado1/","","","","","","943414","131534","131534","50.388","","995","295","3.373","99.426","Very Easy","0.792","1","1","","361","142","0","100.000","153","47","0","14","6","0","","","","","38f314f13bb1568de50e15da50d2a20b","0.201","Thu, 23 Jul 2026 16:55:17 GMT","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/bordado1/","2026-07-23 13:55:17"
"https://lolaaviamentos.com.br/entretela-de-memoria/branca/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Branca","6","62","Compre online Branca por R$171,90. Temos entretela cavalinho de memória termocolante branca 280g, entretela cavalinho de memória termocolante branca 220g e mais. Faça seu pedido e p...","184","1190","","0","Branca","6","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/entretela-de-memoria/branca/","","","","","","459602","90531","90531","34.681","","542","181","2.994","72.369","Fairly Easy","0.862","1","2","","85","33","0","23.240","98","40","0","14","6","0","","","","","be327148623ad814a2ddcfa101edead5","0.182","Thu, 23 Jul 2026 16:55:18 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/entretela-de-memoria/branca/","2026-07-23 13:55:18"
"https://lolaaviamentos.com.br/liquidacao/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Liquidação","10","97","Compre online Liquidação por R$39,90. Temos entretela não tecido para bordado rasgável 70g lec-70, botão de forrar / encapar para boné 13 mm 1.000 un. e mais. Faça seu pedido e pague-o...","187","1190","","0","Liquidação","10","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/liquidacao/","","","","","","997883","120148","120148","46.026","","901","260","3.465","99.093","Very Easy","0.628","1","1","","97","33","0","23.240","123","44","0","14","6","0","","","","","82a43e60ff28eed455fb4a622361a17","0.214","Thu, 23 Jul 2026 16:55:18 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/liquidacao/","2026-07-23 13:55:17"
"https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","TNT Termocolante","16","168","Compre online TNT Termocolante por R$180,00. Temos entretela de tnt (micro ponto) termocolante 70g lab-407/408, entretela de tnt (micro ponto) termocolante 40g lab-403/404 e mais. Faça seu pe...","194","1238","","0","TNT Termocolante","16","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","","","","","","578044","103983","103983","39.834","","633","200","3.165","80.799","Easy","0.840","1","2","","89","33","0","23.240","108","42","0","14","6","0","","","","","bfa5937dd43ca7d1a66411a3684eb61e","0.189","Thu, 23 Jul 2026 16:55:18 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","2026-07-23 13:55:18"
"https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","text/html; charset=UTF-8","200","OK","Indexable","","Filme Hidrossolúvel para Bordado 40g - Limpeza Fácil e Suave","60","554","Filme hidrossolúvel FH-10 para bordados, dissolve em água e facilita a limpeza. Preserve a leveza e conforto da sua peça. Compre agora!","135","843","","0","Filme Hidrossolúvel para Bordado 40g FH-10","42","Total: R$0,00","13","R$125,90","8","","","","https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","","","","","","687482","138574","138574","53.085","","857","235","3.647","73.124","Fairly Easy","0.860","1","2","","69","16","0","11.270","99","38","0","21","12","0","","","","","beca11886a563eec2e57cfdbd2e3e8f4","0.079","Thu, 23 Jul 2026 15:08:04 GMT","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","2026-07-23 13:55:18"
"https://lolaaviamentos.com.br/insumos-para-bones/tela/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Tela","4","39","Compre online Tela por R$259,90. Temos tela de poliéster lt 105g, tela de poliéster mesh e mais. Faça seu pedido e pague-o online.","130","799","","0","Tela","4","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/insumos-para-bones/tela/","","","","","","709307","98595","98595","37.770","","621","192","3.234","81.352","Easy","0.626","1","2","","88","33","0","23.240","100","40","0","14","6","0","","","","","159d996f085f2a38852f6a91a752c955","0.493","Thu, 23 Jul 2026 16:55:19 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/insumos-para-bones/tela/","2026-07-23 13:55:18"
"https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Tecido Plano","12","116","Compre online Tecido Plano por R$91,90. Temos entretela de tecido plano termocolante 30g lab-101/102, entretelas tecido de algodão termocolante etp e mais. Faça seu pedido e pague-o onli...","189","1190","","0","Tecido Plano","12","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","","","","","","582585","101513","101513","38.888","","646","191","3.382","86.848","Easy","0.797","1","2","","88","33","0","23.240","100","40","0","14","6","0","","","","","16fcb7c7169aad2fe91a5afbdbca4c8e","0.193","Thu, 23 Jul 2026 16:55:19 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","2026-07-23 13:55:19"
"https://lolaaviamentos.com.br/bordado1/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Bordado","7","74","Compre online Bordado por R$1,10. Temos entretela não tecido para bordado rasgável 70g lec-70, entretela não tecido para bordado rasgável 50g lec-50 e mais. Faça seu pedido e pague...","183","1158","","0","Bordado","7","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/bordado1/","","","","","","943246","131464","131464","50.361","","995","295","3.373","99.426","Very Easy","0.792","1","1","","52","9","0","6.340","153","54","0","14","6","0","","","","","c550f362f164821f31fe1901c6b4712f","0.638","Thu, 23 Jul 2026 16:55:19 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/bordado1/","2026-07-23 13:55:19"
"https://lolaaviamentos.com.br/insumos-para-bones/vies1/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Viés","4","39","Compre online Viés por R$77,70. Temos viés tecido fosco 20mm, viés tecido fosco 55mm - carneira e mais. Faça seu pedido e pague-o online.","137","867","","0","Viés","4","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/insumos-para-bones/vies1/","","","","","","837315","98441","98441","37.711","","597","191","3.126","75.700","Fairly Easy","0.519","1","2","","87","33","0","23.240","100","40","0","14","6","0","","","","","ed66b798ef033e031c8f4bbb44c27d00","0.554","Thu, 23 Jul 2026 16:55:20 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/insumos-para-bones/vies1/","2026-07-23 13:55:19"
"https://www.lolaaviamentos.com.br/","text/html; charset=UTF-8","200","OK","Indexable","","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","65","611","Aqui você vai encontrar uma ampla gama de acessórios e entretelas para bordado, termocolantes para patchwork, apliques e insumos para bonés.","140","907","","0","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","65","Total: R$0,00","13","Mais vendidos","13","","","","https://www.lolaaviamentos.com.br/","","","","","","1103785","135676","135676","51.975","","836","316","2.646","77.756","Fairly Easy","0.576","1","0","","589","142","0","100.000","165","57","0","15","6","0","","","","","3f53435ad5be78a75f4ba419f1ff8200","0.080","Thu, 23 Jul 2026 14:47:11 GMT","","","","pt","1.1","","","","","","https://www.lolaaviamentos.com.br/","2026-07-23 13:55:20"
"https://lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Entretelas de Malha","19","178","Compre online Entretelas de Malha por R$180,00. Temos entretela de malha termocolante 40g lab-501/502, entretela de malha termocolante 60g lab-203/204 e mais. Faça seu pedido e pague-o online.","192","1235","","0","Entretelas de Malha","19","Total: R$0,00","13","","0","","","","https://www.lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","","","","","","665636","103494","103494","39.647","","704","231","3.048","83.932","Easy","0.785","1","2","","93","33","0","23.240","121","45","0","14","6","0","","","","","4eb6478fdc98e0201ae24bb8f30d9dec","0.499","Thu, 23 Jul 2026 16:55:20 GMT","","","","pt","1.1","","","","","","https://lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","2026-07-23 13:55:20"
