Search keyword report
"June 1, 2026 - June 30, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Quality Score,Final URL,Impr.,Interactions,CTR,Currency code,Avg. cost,Cost,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Landing page exp.,Exp. CTR,Conv. rate,Conversions,Cost / conv.
Enabled,irrigation system near me,Broad match,V4 - SEARCH - SERVICES,[V4] [New] Irrigation_System_Installation,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation system repair""",Phrase match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,,5,,3,1,33.33%,USD,24.01,24.01,11.76%,< 10%,< 10%,35.29%,Above average,Below average,0.00%,0.00,0.00
Enabled,scottsdale sprinkler repair,Broad match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,,5,,0,0, --,USD,0,0.00, --, --, --, --,Average,Below average,0.00%,0.00,0.00
Enabled,"""irrigation system installation near me""",Phrase match,V4 - SEARCH - SERVICES,[V4] [New] Irrigation_System_Installation,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation repair scottsdale""",Phrase match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,,5,,26,1,3.85%,USD,7.44,7.44,46.81%,31.91%,25.53%,25.53%,Average,Below average,0.00%,0.00,0.00
Enabled,sprinkler system repair,Broad match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,,5,,2,0,0.00%,USD,0,0.00,< 10%,< 10%,< 10%,76.92%,Average,Below average,0.00%,0.00,0.00
Enabled,lawn sprinkler repair,Broad match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,,5,,9,2,22.22%,USD,14.87,29.73,16.67%,16.67%,< 10%,27.78%,Average,Below average,0.00%,0.00,0.00
Enabled,irrigation repair near me,Broad match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,,3,,223,11,4.93%,USD,9.27,101.94,23.58%,13.66%,< 10%,37.40%,Average,Below average,9.09%,1.00,101.94
Enabled,sprinkler repair near me,Broad match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,,3,,0,0, --,USD,0,0.00,< 10%,< 10%,< 10%,> 90%,Average,Below average,0.00%,0.00,0.00
Paused,"""sprinkler valve repair scottsdale""",Phrase match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation system repair near me""",Phrase match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation system installation,Broad match,V4 - SEARCH - SERVICES,[V4] [New] Irrigation_System_Installation,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""sprinkler system repair scottsdale""",Phrase match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,sprinkler repair,Broad match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Limited,low quality,2,,68,2,2.94%,USD,23.80,47.61,29.55%,21.59%,15.91%,30.68%,Below average,Below average,0.00%,0.00,0.00
Enabled,"""irrigation system installation scottsdale""",Phrase match,V4 - SEARCH - SERVICES,[V4] [New] Irrigation_System_Installation,Eligible,, --,,3,0,0.00%,USD,0,0.00,50.00%,50.00%,33.33%,0.00%, --, --,0.00%,0.00,0.00
Enabled,"""sprinkler repair""",Phrase match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Limited,low quality,2,,14,0,0.00%,USD,0,0.00,17.14%,< 10%,< 10%,44.29%,Below average,Below average,0.00%,0.00,0.00
Enabled,backflow repair,Broad match,V4 - SEARCH - SERVICES,[Emergency-02-26-Q1] Precision Repair,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""smart irrigation installation az""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation system upgrade scottsdale""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""save water sprinkler system""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,save water sprinkler system,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,smart irrigation system,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,,3,,2,0,0.00%,USD,0,0.00,12.50%,< 10%,< 10%,75.00%,Below average,Below average,0.00%,0.00,0.00
Paused,smart irrigation scottsdale,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""smart irrigation system""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,,3,,0,0, --,USD,0,0.00,< 10%,< 10%,< 10%,> 90%,Below average,Below average,0.00%,0.00,0.00
Enabled,sprinkler system installation,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,1,0,0.00%,USD,0,0.00,< 10%,< 10%,< 10%,40.82%, --, --,0.00%,0.00,0.00
Enabled,"""smart water irrigation""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""water saving sprinkler system""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,hunter hydrawise installation,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,Weathermatic installation,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""lawn sprinkler system design""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""smart sprinkler system cost""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,[sprinkler system installation scottsdale],Exact match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""wifi sprinkler controller""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""rachio installation""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""save water sprinkler system scottsdale""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,[smart sprinkler system scottsdale],Exact match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,automatic sprinkler system cost,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,[smart irrigation scottsdale],Exact match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,hunter smart timer,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,wifi sprinkler controller,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""rain bird smart controller""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""wifi sprinkler controller installation""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,smart water irrigation,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,rain bird smart controller,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""smart irrigation system scottsdale""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Not eligible,rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""smart sprinkler installation scottsdale""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""smart irrigation controller install""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""hunter hydrawise installation""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""automatic sprinkler system cost""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,hydropoint installation,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,rachio installation,Broad match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""install smart irrigation system""",Phrase match,V4 - SEARCH - SERVICES,[02-26-Q1] Smart_Irrigation_Efficiency,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,realtor,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Paused,paused; low quality, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,sprinkler service agreement,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,rental property management,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,airbnb management,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,General contractors,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,large scale irrigation installation,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,commercial water management services,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,short term rental management companies,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,facility management,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""commercial landscape maintenance bids""",Phrase match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,commercial irrigation services,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation audit services,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation inspection,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,rental management company,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,property manager,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""irrigation for business parks""",Phrase match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,HOA irrigation maintenance,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,property management,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,1,0,0.00%,USD,0,0.00,< 10%,< 10%,< 10%,60.00%, --, --,0.00%,0.00,0.00
Enabled,Facility Maintenance,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""multi-zone sprinkler system management""",Phrase match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation maintenance contract,Broad match,V4 - SEARCH - SERVICES,[V4] [SIAG] B2B,Eligible,, --,,1,0,0.00%,USD,0,0.00,< 10%,< 10%,< 10%,75.00%, --, --,0.00%,0.00,0.00
Enabled,sprinkler system tune up,Broad match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Eligible,, --,,132,4,3.03%,USD,12.47,49.86,18.47%,10.84%,< 10%,51.48%, --, --,50.00%,2.00,24.93
Paused,"""summerize sprinkler system""",Phrase match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""spring sprinkler startup""",Phrase match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation maintenance services,Broad match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""seasonal sprinkler check""",Phrase match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Paused,paused; rarely served, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,sprinkler system inspection,Broad match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,lawn sprinkler service,Broad match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Eligible,, --,,5,0,0.00%,USD,0,0.00,11.76%,11.76%,< 10%,41.18%, --, --,0.00%,0.00,0.00
Paused,spring sprinkler startup,Broad match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation system audit,Broad match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Eligible,, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""sprinkler system activation""",Phrase match,V4 - SEARCH - SERVICES,[Seasonal-02-26-Q1] Spring Startup & Audit,Paused,paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
 --,,Total: All but removed keywords, --, --, --,, --,,950,49,5.16%,USD,11.79,577.66,22.24%,13.78%, --,42.98%, --, --,8.16%,4.00,144.41
,,Total: Keywords in your account,,,,,,,"1,671",79,4.73%,USD,12.15,959.49,23.13%,14.67%,,45.28%,,,6.33%,5.00,191.90
,,Total: Your keywords,,,,,,,"1,671",79,4.73%,USD,12.15,959.49, --, --,, --,,,6.33%,5.00,191.90
,,Total: AI Max expanded matches,,,,,,,0,0, --,USD,0,0.00, --, --,, --,,,0.00%,0.00,0.00
,,Total: AI Max landing page matches,,,,,,,0,0, --,USD,0,0.00, --, --,, --,,,0.00%,0.00,0.00
,,Total: URL inclusions in your account,,,,,,,0,0, --,USD,0,0.00, --, --,, --,,,0.00%,0.00,0.00
,,Total: Search keywords on display network,,,,,,,0,0, --,USD,0,0.00, --, --,, --,,,0.00%,0.00,0.00
,,Total: Account,,,,,,,"18,142","1,385",6.83%,USD,3.99,5530.75,27.55%,14.67%,,53.55%,,,6.35%,88.00,62.85
,,Total: Video,,,,,,,0,0, --,USD,0,0.00, --, --,, --,,,0.00%,0.00,0.00
,,Total: Performance Max,,,,,,,"6,357",381,3.70%,USD,4.78,1820.60,29.56%, --,,57.31%,,,3.41%,13.00,140.07
,,Total: Search,,,,,,,"1,671",79,4.73%,USD,12.15,959.49,23.13%,14.67%,,45.28%,,,6.33%,5.00,191.90
,,Total: Display,,,,,,,0,0, --,USD,0,0.00, --, --,, --,,,0.00%,0.00,0.00
