"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.7.0","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","3533","3533","3533","1.353","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.139","Mon, 22 Jun 2026 20:31:59 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.7.0","2026-06-22 21:10:32"
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2746","2746","2746","1.052","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.118","Mon, 22 Jun 2026 20:32:05 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.min.css?ver=1.7.1061","2026-06-22 21:10:32"
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1016","1016","1016","0.389","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.101","Mon, 22 Jun 2026 20:32:06 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3","2026-06-22 21:10:32"
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","5216","5216","5216","1.998","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.083","Mon, 22 Jun 2026 20:32:05 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7","2026-06-22 21:10:32"
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.7.0","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1528","1528","1528","0.585","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.094","Mon, 22 Jun 2026 20:31:59 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.7.0","2026-06-22 21:10:32"
"https://preview.indianapolis.com.br/ferro-fundido-cinzento/","text/html; charset=UTF-8","200","OK","Indexable","","Ferro Fundido Cinzento | Metal Indianápolis","43","385","O que é o ferro fundido cinzento? Descubra as características, tipos e aplicações desse material versátil e veja as soluções da Metal Indianápolis. Acesse!","155","941","O artigo explora as propriedades do ferro fundido cinzento, detalhando seus tipos (lamelar, nodular e compactado), suas aplicações industriais e a excelência de fabricação da Metal Indianápolis.","194","1198","","0","Ferro Fundido Cinzento: Material versátil e resistente","54","Ferro Fundido Cinzento: Material versátil e resistente","54","(11) 4649-7722","14","vendas@indianapolis.com.br","26","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://preview.indianapolis.com.br/ferro-fundido-cinzento/","","","","","","323146","48026","48026","18.398","","3945","628","6.282","19.850","Very Hard","8.314","1","1","","64","14","0","33.330","96","20","0","2","2","0","","","","","2f8d4212c99ebe930d7daf23c8c06eba","0.800","","","","","pt-BR","1.1","","","","","","https://preview.indianapolis.com.br/ferro-fundido-cinzento/","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","49868","49868","49868","19.103","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.129","Mon, 22 Jun 2026 20:32:05 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1061","2026-06-22 21:10:32"
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1509","1509","1509","0.578","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.101","Mon, 22 Jun 2026 20:32:05 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1061","2026-06-22 21:10:32"
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=4.1.1","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1016","1016","1016","0.389","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.087","Mon, 22 Jun 2026 20:32:06 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=4.1.1","2026-06-22 21:10:33"
"https://preview.indianapolis.com.br/wp-content/uploads/elementor/css/base-desktop.css?ver=6a39cccd6361e","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","543","543","543","0.208","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.121","Tue, 23 Jun 2026 00:01:17 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/uploads/elementor/css/base-desktop.css?ver=6a39cccd6361e","2026-06-22 21:10:33"
"https://preview.indianapolis.com.br/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.min.js?ver=1782160325","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","10839","10839","10839","4.152","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.140","Mon, 22 Jun 2026 20:32:05 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.min.js?ver=1782160325","2026-06-22 21:10:33"
"https://preview.indianapolis.com.br/wp-content/uploads/elementor/css/post-11.css?ver=1782172877","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","14445","14445","14445","5.534","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.153","Tue, 23 Jun 2026 00:01:17 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/uploads/elementor/css/post-11.css?ver=1782172877","2026-06-22 21:10:33"
"https://preview.indianapolis.com.br/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=2.8.7","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","9092","9092","9092","3.483","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.138","Mon, 22 Jun 2026 20:31:53 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=2.8.7","2026-06-22 21:10:33"
"https://preview.indianapolis.com.br/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.min.css?ver=1782160324","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","717","717","717","0.275","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.157","Mon, 22 Jun 2026 20:32:04 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.min.css?ver=1782160324","2026-06-22 21:10:33"
"https://preview.indianapolis.com.br/wp-content/uploads/2026/05/7eTjJUHqbS33vmBMcDh6fM-1.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","7950","7950","7950","3.045","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.036","Mon, 04 May 2026 19:20:03 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/uploads/2026/05/7eTjJUHqbS33vmBMcDh6fM-1.webp","2026-06-22 21:10:33"
"https://preview.indianapolis.com.br/contato/","text/html; charset=UTF-8","200","OK","Indexable","","Contato | Metal Indianópolis","28","249","Entre em contato com a Metal Indianópolis. Solicite um orçamento para o seu projeto de peças em ferro fundido e usinagem CNC de precisão. Fale conosco!","151","961","","0","0","","0","","0","","0","(11) 4649-7722","14","vendas@indianapolis.com.br","26","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://preview.indianapolis.com.br/contato/","","","","","","159192","31408","31408","12.032","","486","132","3.682","15.446","Very Hard","2.642","1","1","","132","42","0","100.000","23","7","0","3","3","0","","","","","19ca76bef2149b88fb72b1cd5621f3f2","0.852","","","","","pt-BR","1.1","","","","","","https://preview.indianapolis.com.br/contato/","2026-06-22 21:10:32"
