Search keyword report
"June 17, 2026 - June 23, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Quality Score,Final URL,Impr.,Interactions,CTR,Currency code,Avg. cost,Cost,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Landing page exp.,Exp. CTR,Conv. rate,Conversions,Cost / conv.
Paused,water leak plumber,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation maintenance company,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation leak repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation repair scottsdale az,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,leak repair plumber,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,landscape irrigation repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,lawn irrigation repair near me,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,leaky pipes,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation pump repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation tubing repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,leak repair near me,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation repair Scottsdale,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,water leak repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation valve replacement,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fix my sprinkler,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fix irrigation system,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,drip irrigation tube repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fix leak,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation system installation companies near me,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,water leak in home,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,leak plumber,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,plumbing leak repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,home irrigation repair near me,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation repair""",Phrase match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Not eligible,campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fix leak pipe,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fix garden sprinkler,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,sprinkler irrigation system repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,leaking pipe plumber,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation repair scottsdale,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Not eligible,campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,repair water sprinkler,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fixing leaking pipe,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,local irrigation repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,drip irrigation pipe repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,home leak repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,leak fixing,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fix a leak plumbing,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation system repair near me,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Not eligible,campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,lawn irrigation repairs,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation system repair companies near me,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fix lawn sprinkler,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,residential irrigation repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Not eligible,campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,fix sprinkler,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""sprinkler system repairs near me""",Phrase match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Not eligible,campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,drip line repair,Broad match,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Paused,paused; campaign ended, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""property management sprinkler services""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,rarely served; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""General contractors""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""apartment complex irrigation repair""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,rarely served; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation maintenance contract""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation audit services""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""commercial irrigation services""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""sprinkler service agreement""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,rarely served; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""commercial water management services""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation for business parks""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,rarely served; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""HOA irrigation maintenance""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""large scale irrigation installation""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,rarely served; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""commercial landscape maintenance bids""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""multi-zone sprinkler system management""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,Group 10 - B2B,Not eligible,rarely served; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,garden water irrigation system installation,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Paused,paused; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation supply near me""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation system""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation installation companies""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,landscape irrigation installation near me,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Paused,paused; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,residential sprinkler installation,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Paused,paused; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation installation services""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""irrigation controller""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation installation services,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Paused,paused; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""landscape irrigation installation near me""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Paused,paused; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,"""garden water irrigation system installation""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Paused,paused; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""sprinkler system""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation installation companies,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Paused,paused; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation system,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""residential sprinkler installation""",Phrase match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,sprinkler system,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Paused,irrigation installation and repair,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Paused,paused; campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation,Broad match,V4 - SEARCH - SERVICES LP + Localização,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,irrigation maintenance agreement scottsdale,Broad match,[V4] [AQ] B2B Services,[B2B] HOA & Property Manager,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,commercial irrigation service scottsdale,Broad match,[V4] [AQ] B2B Services,[B2B] HOA & Property Manager,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,HOA irrigation,Broad match,[V4] [AQ] B2B Services,[B2B] HOA & Property Manager,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,property manager,Broad match,[V4] [AQ] B2B Services,[B2B] HOA & Property Manager,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,commercial sprinkler repair,Broad match,[V4] [AQ] B2B Services,[B2B] HOA & Property Manager,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""triple AAA home irrigation system""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""horizon irrigation chandler""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""action yard tree""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
Enabled,"""Scottsdale Flow Irrigation Systems""",Phrase match,V4 | ONGOING | SEARCH | MAX CLICKS | COMPETITORS,Concorrentes,Not eligible,rarely served; campaign paused, --,,0,0, --,USD,0,0.00, --, --, --, --, --, --,0.00%,0.00,0.00
